addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,metro_station_winner,metro_minutes_winner
"Путевой пр-д, 40К3",,1,15,15,37.4,8800000,235294.0,2023-11-19,0,"Агент Сергей Горбащук, CIAN ID 117789",28,Бескудниково метро (МЦД-1),6
"Лихачёва просп., 12к2",,2,4,20,49.8,20400000,409639.0,2023-11-19,0,"Агентство Владис, Агент Александр Салычев, CIAN ID 101910978",15,Технопарк м.,11
"Цюрупы ул., 11К1",,2,5,9,45.8,14000000,305677.0,2023-11-19,0,CIAN ID 65719095,22,Новые Черемушки м.,15
"Окружной пр-д, 10Г",,1,20,24,18.8,6757200,359426.0,2023-11-19,0,"Консультант Циан, CIAN ID 47919092",7,Измайлово м. (МЦК),9
"Сетуньский 1-й пр-д, вл10",,1,25,41,47.2,30839630,653382.0,2023-11-19,0,"Застройщик MR Group, CIAN ID 69320802",6,,-1
"Кленовый бул., 8к1",,2,6,9,44.4,13750000,309685.0,2023-11-19,0,"Агентство Владис, Агент Вероника Тарасова, CIAN ID 91039714",59,Коломенская м.,9
"Сетуньский 1-й пр-д, вл6",,2,24,41,75.7,43394268,573240.0,2023-11-19,0,"Застройщик MR Group, CIAN ID 69320802",6,,-1
"Митинский 3-й пер., 1",,2,2,17,51.7,14000000,270793.0,2023-11-19,0,CIAN ID 2146840,23,Митино м.,8
"Люблинская ул., 23",,2,6,8,56.4,13150000,233156.0,2023-11-19,0,"Агентство Victoria Star - офис Центральный, CIAN ID 69838",83,Текстильщики м.,10
"Автомобильный пр-д, 4",,1,15,21,17.8,7539308,423557.0,2023-11-19,0,"Застройщик Колди (Coldy), CIAN ID 96904615",6,Калитники метро (МЦД-2),9
"Автомобильный пр-д, 4",,1,16,21,20.1,8277622,411822.0,2023-11-19,0,"Застройщик Колди (Coldy), CIAN ID 96904615",6,Калитники метро (МЦД-2),9
"Отрадная ул., 16А",,1,1,9,33.0,8700000,263636.0,2023-11-19,0,"Агентство ГОРОДА, Агент Антон Дубровин, CIAN ID 108744946",22,,-1
"Родниковая ул. (Московский поселение), 9Ак5",,1,5,24,37.2,9800000,263441.0,2023-11-19,0,CIAN ID 243678,80,,-1
"Автозаводская ул., 23С120",,2,13,16,41.6,21500000,516827.0,2023-11-19,0,CIAN ID 13345542,20,ЗИЛ м. (МЦК),7
"Севастопольский просп., 5К2",,2,2,5,44.0,10500000,238636.0,2023-11-19,0,CIAN ID 18433771,9,Крымская м. (МЦК),5
"Казакова ул., 3С1",,3,2,4,83.4,32000000,383693.0,2023-11-19,0,"Агентство Владис, Агент Антон Боков, CIAN ID 108590617",6,Курская м.,6
"Мичуринский просп., 46",,2,8,14,42.6,14500000,340376.0,2023-11-19,0,"Агентство Простор-недвижимость, Агент Светлана Иванова, CIAN ID 348413",17,Раменки м.,7
"ЖК ""Светлый мир Станция Л""",,1,16,25,26.1,8212050,314638.0,2023-11-19,0,"Представитель застройщика Seven Suns Development, CIAN ID 106096534",6,,-1
"ЖК ""Светлый мир Станция Л""",,1,7,25,41.0,11050257,269518.0,2023-11-19,0,"Представитель застройщика Seven Suns Development, CIAN ID 106096534",6,,-1
"ЖК ""Светлый мир Станция Л""",,1,16,25,37.3,10373160,278101.0,2023-11-19,0,"Представитель застройщика Seven Suns Development, CIAN ID 106096534",6,,-1
"Очаковская Большая ул., 44к1",,2,2,24,60.0,21400000,356667.0,2023-11-19,0,CIAN ID 109859598,7,Озерная м.,9
"ЖК ""Светлый мир Станция Л""",,2,22,25,63.9,16133408,252479.0,2023-11-19,0,"Представитель застройщика Seven Suns Development, CIAN ID 106096534",6,,-1
"Электрозаводская ул., 14С1",,1,8,8,15.6,5300000,339744.0,2023-11-19,0,"Агентство ZIP Realty, CIAN ID 89882746",6,Электрозаводская м.,10
"Шелепихинская наб., 34к6",,2,11,46,43.3,21000000,484988.0,2023-11-19,0,"Агентство Бюро Эстейт, CIAN ID 100334997",51,,-1
Воскресенское пос.,,1,9,10,51.1,10200000,199609.0,2023-11-19,0,"Агентство Century21 VICTORY, Агент Андрей Родин, CIAN ID 97814716",25,,-1
"ЖК ""Светлый мир Станция Л""",,2,8,25,55.6,13995044,251709.0,2023-11-19,0,"Представитель застройщика Seven Suns Development, CIAN ID 106096534",6,,-1
"Окружной пр-д, 10Г",,1,21,24,18.8,7986635,424821.0,2023-11-19,0,"Консультант Циан, CIAN ID 47919092",7,Измайлово м. (МЦК),9
"Ленинский просп., 131",,2,7,29,66.1,27500000,416036.0,2023-11-19,0,"Агентство ГОРОДА, Агент Анна Ненашева, CIAN ID 109032490",22,Тропарево м.,1
"Московский поселение, Татьянин Парк ул., 16К3",,1,11,12,49.3,13200000,267748.0,2023-11-19,0,"Собственник, CIAN ID 61557905",5,Говорово м.,7
"Гродненская ул., 6",,2,17,30,37.4,12300000,328877.0,2023-11-19,0,"Агентство Квадрат, Агент Нина Квадрат, CIAN ID 19188138",6,,-1
"Новокосинская ул., 24К2",,2,10,17,56.0,13900000,248214.0,2023-11-19,0,CIAN ID 260217,34,Новокосино м.,8
"Павла Корчагина ул., 5",,2,8,15,46.0,14300000,310870.0,2023-11-19,0,CIAN ID 360538,33,,-1
"Багрицкого ул., 10К2",,2,1,9,47.0,13300000,282979.0,2023-11-19,0,"Агентство Этажи Москва, Агент Аникин Михаил Игоревич, CIAN ID 96942300",24,,-1
"Автомобильный пр-д, 4",,1,17,21,24.8,9725331,392150.0,2023-11-19,0,"Застройщик Колди (Coldy), CIAN ID 96904615",6,Калитники метро (МЦД-2),9
"ЖК ""Стеллар Сити""",,4,11,12,114.7,30768275,268250.0,2023-11-19,0,"Консультант Циан, CIAN ID 52395145",6,,-1
"Парковая 11-я ул., 48К2",,1,10,12,35.4,10800000,305085.0,2023-11-19,0,"Агент Елена Пашкова, CIAN ID 11031022",33,Щелковская м.,8
"Волочаевская ул., 8",,1,5,16,37.5,11500000,306667.0,2023-11-19,0,CIAN ID 137148,24,,-1
"Маршала Голованова ул., 13",,1,17,17,38.0,13000000,342105.0,2023-11-19,0,CIAN ID 13644084,19,Марьино м.,10
"Нагатинская наб., 10к1",,1,7,17,47.6,16800000,352941.0,2023-11-19,0,"Частный маклер Максим Павлов, CIAN ID 107362944",24,,-1
"Московский поселение, Татьянин Парк ул., 14К2",,1,1,14,55.0,15700000,285455.0,2023-11-19,0,"Агентство Монолит Столица, Агент Сергей Ермоленко, CIAN ID 84728482",7,Говорово м.,8
"Стройковская ул., 17/1",,2,3,5,44.7,14500000,324385.0,2023-11-19,0,"Агентство Триумфальная Арка, Агент Наталья Толмачева, CIAN ID 48131105",41,Пролетарская м.,7
"Мукомольный пр-д, 2",,1,8,21,38.5,16150000,419481.0,2023-11-19,0,"Частный маклер Светлана Киселева, CIAN ID 16238",32,Шелепиха м.,12
"Василия Ланового ул., 1к1",,1,17,41,38.3,16900000,441253.0,2023-11-19,0,"Агентство Владис, Агент Альбина Курепова, CIAN ID 98044908",50,Аминьевская м.,7
"Сивцев Вражек пер., 29/16",,1,2,6,33.6,22000000,654762.0,2023-11-19,0,"Агентство Life Style, CIAN ID 47625",193,Смоленская м.,8
"Восточная ул., 4Ак5",,1,4,29,40.0,27000000,675000.0,2023-11-19,0,CIAN ID 12545928,32,,-1
"Сосенское поселение, Эдварда Грига ул., 16к1",,1,4,16,37.5,9400000,250667.0,2023-11-19,0,"Агентство Этажи Москва, Агент Онучина Галина Валерьевна, CIAN ID 70476093",24,,-1
"Зеленоград г., 6-й мкр, К611",,1,7,14,38.4,8700000,226562.0,2023-11-19,0,CIAN ID 10250074,40,,-1
"Ставропольская ул., 64К1",,1,10,14,39.2,9600000,244898.0,2023-11-19,0,CIAN ID 204841,19,Люблино м.,13
"Брестская 2-я ул., 6",,2,10,12,79.0,49990000,632785.0,2023-11-19,0,"Агентство На Петровке, Агент Юлия Дегтярева, CIAN ID 56775748",9,Маяковская м.,5
"Мусы Джалиля ул., 8К2",,1,7,22,33.2,9900000,298193.0,2023-11-19,0,"Собственник, CIAN ID 108308857",37,Шипиловская м.,11
"Автозаводская ул., 23С120",,1,8,16,37.4,16100000,430481.0,2023-11-19,0,"Агентство Этажи Москва, Агент Давыдкина Елена Анатольевна, CIAN ID 82312568",24,ЗИЛ м. (МЦК),7
"Приорова ул., 38А",,1,7,12,44.6,22000000,493274.0,2023-11-19,0,"Агентство SKYHOUND, Агент Татьяна Казьмина, CIAN ID 109464904",9,,-1
"Восточная ул., 4Ак4",,2,6,12,68.6,33720000,491545.0,2023-11-19,0,"Агент Евгений Щербаков, CIAN ID 90814859",18,,-1
"Газгольдерная ул., 8",,1,31,31,38.2,14000000,366492.0,2023-11-19,0,"Собственник, CIAN ID 96658247",89,Нижегородская м.,9
"Астрадамская ул., 9К1",,1,6,9,33.0,12500000,378788.0,2023-11-19,0,"Частный маклер Наталья Ковалева, CIAN ID 44800",33,Тимирязевская м.,12
"Митинская ул., 52",,1,9,17,38.0,9700000,255263.0,2023-11-19,0,CIAN ID 64213644,52,Пятницкое шоссе м.,4
"Причальный пр-д, 10",,2,25,32,68.2,38000000,557185.0,2023-11-19,0,"Агент Елена Лебедкова, CIAN ID 75905943",7,Шелепиха м.,8
"Тверская ул., 8К2",,2,9,9,53.1,47500000,894539.0,2023-11-19,0,"Агентство Дипломат, Агент Sergei Vasilev, CIAN ID 79950943",59,Пушкинская м.,6
"Сосенское поселение, Эдварда Грига ул., 16к2",,2,5,12,63.7,16000000,251177.0,2023-11-19,0,"Агентство CENTURY 21, Агент Ольга Николаенко, CIAN ID 104863171",6,,-1
"Генерала Глаголева ул., 7К2",,2,4,19,64.9,22000000,338983.0,2023-11-19,0,CIAN ID 15210361,29,,-1
"Профсоюзная ул., 130К1",,1,2,9,32.8,9700000,295732.0,2023-11-19,0,"Агентство ГОРОБМЕН, Агент МАРИНА ЛОБЕЦКАЯ, CIAN ID 105726959",11,Коньково м.,3
"Вавилова ул., 27",,2,18,23,70.6,35500000,502833.0,2023-11-19,0,"Агентство ГОРОБМЕН, Агент СВЕТЛАНА СКОМОРОХОВА, CIAN ID 109384658",16,Академическая м.,13
"Красногвардейский 1-й пр-д, 22с2",,2,36,78,60.0,43000000,716667.0,2023-11-19,0,"Агентство Mercury, CIAN ID 44271142",12,Тестовская метро (МЦД-1),3
"Садовая Большая ул., 5",,2,4,9,61.0,49900000,818033.0,2023-11-19,0,"Агентство Monumental Group, Агент Иван Зенкин, CIAN ID 64144910",69,Маяковская м.,4
"Олимпийский просп., 10К1-2",,2,6,10,77.7,38000000,489060.0,2023-11-19,0,"Агентство ИНКОМ-Недвижимость. Аренда, Офис ""Проспект мира"" (Аренда), CIAN ID 22075636",53,Цветной бульвар м.,9
"Тарусская ул., 8",,1,3,9,32.3,12000000,371517.0,2023-11-19,0,"Агент Ирина Барановская, CIAN ID 42136652",35,Ясенево м.,6
"Ереванская ул., 11К2",,1,1,5,31.0,10000000,322581.0,2023-11-19,0,"Собственник, CIAN ID 59697574",6,Кантемировская м.,14
"Кировоградская ул., 40К2",,1,9,12,33.0,10500000,318182.0,2023-11-19,0,"Агент Лариса Конина, CIAN ID 335659",34,Пражская м.,13
"Нижегородская ул., 25",,1,3,24,37.2,15000000,403226.0,2023-11-19,0,CIAN ID 5962,5,Калитники метро (МЦД-2),10
"Новочеремушкинская ул., 17",,1,10,20,42.1,25900000,615202.0,2023-11-19,0,"Агентство Реалист, Агент Ирина К, CIAN ID 66744799",58,Академическая м.,11
"Архитектора Щусева ул., 2к3",,1,8,15,40.9,17000000,415648.0,2023-11-19,0,"Агентство OXE CAPITAL - Элитная Недвижимость, Агент Константин Гладков, CIAN ID 84316202",12,ЗИЛ м. (МЦК),13
"Бумажный пр-д, 4",,2,11,20,57.3,32300000,563700.0,2023-11-19,0,"Частный маклер Иван Ефимов, CIAN ID 15160478",75,Савеловская м.,13
"Брестская 2-я ул., 6",,2,10,12,85.7,46900000,547258.0,2023-11-19,0,"Агент Александр Смирнов, CIAN ID 7330",8,Маяковская м.,5
"Аминьевское ш., 4Д",,2,28,29,52.0,22000000,423077.0,2023-11-19,0,"Агентство ГОРОДА, Агент Мамед Багиров, CIAN ID 104800381",22,Аминьевская м.,15
"Филевская Большая ул., 3к2",,1,8,20,37.5,22700000,605333.0,2023-11-19,0,"Агентство Этажи Москва, Агент Салынова Юлия Анатольевна, CIAN ID 23506274",11,Фили м.,9
"Герасима Курина ул., 14К1",,1,2,14,38.0,14900000,392105.0,2023-11-19,0,CIAN ID 490411,67,Славянский бульвар м.,4
"26-ти Бакинских Комиссаров ул., 12К3",,1,5,9,35.0,11500000,328571.0,2023-11-19,0,CIAN ID 15891872,5,Юго-Западная м.,7
"Земляной Вал ул., 2",,2,6,10,69.2,30000000,433526.0,2023-11-19,0,"Собственник, CIAN ID 107048139",81,Курская м.,8
"Коммунарка пос., Бачуринская ул., 8К3",,1,2,17,39.8,9800000,246231.0,2023-11-19,0,"Агентство ИНКОМ-Недвижимость, Офис ""Беляево"" Инком-Недвижимость, CIAN ID 24930420",9,,-1
"Шмитовский пр-д, 39к2",,2,22,23,83.0,31300000,377108.0,2023-11-19,0,"Агентство Verges of estate, Агент Василий Пугачёв, CIAN ID 107633852",51,Шелепиха м.,6
"Садовническая наб., 7",,3,3,6,121.0,199900000,1652066.0,2023-11-19,0,"Агентство МОСКВА СИТИ, Агент Светлана Одинцова, CIAN ID 106726217",6,Новокузнецкая м.,5
