adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Западный,Крылатское,"г. москва, ш. рублевское, д. 50",17,,55.75509,37.40514,железобетонные,Панельный,Крупнопанельные,муниципальный,873.0,1985.0,264.0,2,Исправный,Крылатское,0.25,4,77:07:0001002:1170,77000000000251200,,0,,https://flatinfo.ru/h_info1.asp?hid=95176,"рублевское ш., 50"
Северо-Восточный,Медведково Северное,"г. москва, ул. широкая, д. 30",17,1.0,55.88617,37.67765,Железобетонные,Монолитный,Смешанные,,,2017.0,,3,Исправный,Медведково,1.1,16,77:02:0011001:1323,77000000000314800,,0,,https://flatinfo.ru/h_info1.asp?hid=308475,"широкая ул., 30"
Юго-Западный,Зюзино,"г. москва, пр-кт. балаклавский, д. 32, к. 1",9,,55.6451,37.58345,железобетонные,Блочный,Крупноблочные,муниципальный,147.0,1964.0,250.0,1,Исправный,Севастопольская,1.2,18,77:06:0005015:1008,77000000000079600,,0,,https://flatinfo.ru/h_info1.asp?hid=9909,"балаклавский просп., 32к1"
Юго-Западный,Зюзино,"г. москва, ул. каховка, д. 23, к. 2",9,,55.65375,37.57439,железобетонные,Блочный,Крупноблочные,муниципальный,119.0,1964.0,250.0,1,Исправный,Зюзино,0.25,4,77:06:0005013:1018,77000000000145200,,0,,https://flatinfo.ru/h_info1.asp?hid=10154,"каховка ул., 23к2"
Восточный,Преображенское,"г. москва, ул. преображенская, д. 5/7",10,,55.79566,37.7061,Деревянные,Кирпичный,Кирпичные,муниципальный,971.0,1938.0,,1,Исправный,Преображенская Площадь,0.6,9,77:03:0003025:1080,77000000000236600,,0,,https://flatinfo.ru/h_info1.asp?hid=100931,"преображенская ул., 5/7"
Западный,Кунцево,"г. москва, ул. ельнинская, д. 20, к. 1",17,,55.73889,37.42306,Железобетонные,Панельный,Крупнопанельные,муниципальный,793.0,2006.0,264.0,1,Исправный,Молодежная,0.45,7,77:07:0004005:1077,77000000000126400,,0,,https://flatinfo.ru/h_info1.asp?hid=99373,"ельнинская ул., 20к1"
Восточный,Сокольники,"г. москва, ул. жебрунова, д. 4",5,,55.78508,37.67833,Железобетонные,Кирпичный,Кирпичные,муниципальный,106.0,1959.0,265.0,,Исправный,Митьково,0.3,4,77:03:0003006:1014,77000000000127100,,0,,https://flatinfo.ru/h_info1.asp?hid=45375,"жебрунова ул., 4"
Юго-Западный,Обручевский,"г. москва, ул. новаторов, д. 38, к. 1",9,,55.66105,37.52228,железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,112.0,1964.0,250.0,1,Исправный,Новаторская,0.9,14,77:06:0003013:1041,77000000000200600,,0,,https://flatinfo.ru/h_info1.asp?hid=9569,"новаторов ул., 38к1"
Юго-Западный,Обручевский,"г. москва, ул. новаторов, д. 4",24,,55.66932,37.52167,железобетонные,Панельный,Железобетонные Монолитные,муниципальный,550.0,2009.0,,1,Исправный,Новаторская,0.15,3,77:06:0003013:1085,77000000000200600,,0,,https://flatinfo.ru/h_info1.asp?hid=115213,"новаторов ул., 4"
Северо-Западный,Митино,"г. москва, ш. пятницкое, д. 15, к. 1",25,,55.84247,37.38091,Железобетонные,Панельный,Железобетонные Монолитные,муниципальный,,2009.0,,1,Исправный,Волоколамская,0.85,13,77:08:0002009:1005,77000000000242700,,0,,https://flatinfo.ru/h_info1.asp?hid=111736,"пятницкое ш., 15к1"
Западный,Тропарево-Никулино,"г. москва, пр-кт. вернадского, д. 91, к. 2",9,,55.66582,37.4971,железобетонные,Панельный,Крупнопанельные,муниципальный,691.0,1968.0,264.0,1,Исправный,Юго-Западная,0.9,14,77:07:0014008:1033,77000000000095300,,0,,https://flatinfo.ru/h_info1.asp?hid=9366,"вернадского просп., 91к2"
Юго-Восточный,Марьино,"г. москва, б-р. мячковский, д. 16, к. 1",14,,55.65132,37.75674,Железобетонные,Панельный,Крупнопанельные,муниципальный,1275.0,1995.0,264.0,2,Исправный,Марьино,0.9,13,77:04:0004026:1056,77000000000414100,,0,,https://flatinfo.ru/h_info1.asp?hid=12163,"мячковский бул., 16к1"
Северо-Восточный,Отрадное,"г. москва, ул. каргопольская, д. 14, к. 1",12,,55.86384,37.5932,Железобетонные,Панельный,Крупнопанельные,муниципальный,608.0,1983.0,264.0,,Исправный,Отрадное,0.75,12,77:02:0008005:1010,77000000000143900,,0,,https://flatinfo.ru/h_info1.asp?hid=56359,"каргопольская ул., 14к1"
Южный,Бирюлево Восточное,"г. москва, ул. загорьевская, д. 16, к. 2",9,,55.57896,37.68161,железобетонные,Панельный,Крупнопанельные,муниципальный,867.0,1976.0,264.0,1,Исправный,Орехово,4.0,60,77:05:0010004:1093,77000000000048700,,0,,https://flatinfo.ru/h_info1.asp?hid=69448,"загорьевская ул., 16к2"
Северный,Ховрино,"г. москва, ул. зеленоградская, д. 35, к. 2",16,,55.87608,37.48993,Железобетонные,Панельный,Крупноблочные,муниципальный,228.0,1982.0,248.0,1,Исправный,Ховрино,0.55,9,77:09:0001008:1017,77000000000035700,,0,,https://flatinfo.ru/h_info1.asp?hid=55957,"зеленоградская ул., 35к2"
Восточный,Вешняки,"г. москва, аллея. первой маевки, д. 15, стр. 1",5,,55.72508,37.79829,,Кирпичный,Кирпичные,федеральный,,1970.0,,2,,Вешняки,0.25,4,77:03:0007001:1001,77000000000291700,,0,,https://flatinfo.ru/h_info1.asp?hid=25042,"первой маевки аллея, 15с1"
Северный,Ховрино,"г. москва, ул. онежская, д. 57/34",9,,55.86137,37.50474,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,502.0,1968.0,264.0,1,Исправный,Грачёвская,1.05,16,77:09:0001013:1013,77000000000034900,,0,,https://flatinfo.ru/h_info1.asp?hid=115222,"онежская ул., 57/34"
Северо-Западный,Хорошево-Мневники,"г. москва, ул. живописная, д. 6, к. 3",9,,55.78186,37.45871,железобетонные,Блочный,Крупнопанельные,муниципальный,433.0,1974.0,264.0,1,Исправный,Народное Ополчение,1.85,28,77:08:0010006:1020,77000000000128500,,0,,https://flatinfo.ru/h_info1.asp?hid=40467,"живописная ул., 6к3"
Юго-Западный,Академический,"г. москва, ул. ивана бабушкина, д. 3",16,,55.68838,37.56637,железобетонные,Панельный,Крупнопанельные,муниципальный,1332.0,1977.0,264.0,1,Исправный,Академическая,0.5,8,77:06:0003003:1002,77000000000136200,,0,,https://flatinfo.ru/h_info1.asp?hid=71272,"ивана бабушкина ул., 3"
Южный,Нагатино-Садовники,"г. москва, ул. академика миллионщикова, д. 35, к. 3",16,,55.66168,37.64789,железобетонные,Панельный,Крупнопанельные,муниципальный,457.0,1981.0,264.0,1,Исправный,Каширская,0.75,12,77:05:0004014:1011,77000000000050600,,0,,https://flatinfo.ru/h_info1.asp?hid=11337,"академика миллионщикова ул., 35к3"
Северо-Восточный,Отрадное,"г. москва, ул. хачатуряна, д. 16",12,,55.86073,37.60316,Железобетонные,Панельный,Крупнопанельные,муниципальный,784.0,1983.0,264.0,2,Исправный,Отрадное,0.35,6,77:02:0008006:1012,77000000000302000,,0,,https://flatinfo.ru/h_info1.asp?hid=57030,"хачатуряна ул., 16"
Центральный,Арбат,"г. москва, б-р. новинский, д. 12",10,,55.75333,37.58407,Смешанные,Кирпичный,Кирпичные,муниципальный,147.0,1938.0,320.0,1,Исправный,Смоленская,0.55,9,77:01:0001062:1077,77000000000722600,,0,,https://flatinfo.ru/h_info1.asp?hid=28039,"новинский бул., 12"
Юго-Восточный,Люблино,"г. москва, ул. совхозная, д. 18, к. 3",14,,55.68007,37.76788,железобетонные,Панельный,Крупноблочные,муниципальный,205.0,1975.0,264.0,2,Исправный,Люблино,0.65,10,77:04:0004012:1008,77000000000021100,,0,,https://flatinfo.ru/h_info1.asp?hid=15198,"совхозная ул., 18к3"
Юго-Восточный,Рязанский,"г. москва, ул. федора полетаева, д. 15, к. 3",9,,55.71082,37.7847,железобетонные,Панельный,Крупнопанельные,муниципальный,485.0,1972.0,264.0,1,Исправный,Рязанский Проспект,0.9,14,77:04:0002014:1059,77000000000003000,,0,,https://flatinfo.ru/h_info1.asp?hid=24492,"федора полетаева ул., 15к3"
Юго-Западный,Коньково,"г. москва, ул. введенского, д. 20, к. 1",9,,55.64219,37.53883,железобетонные,Панельный,Крупнопанельные,муниципальный,585.0,1969.0,264.0,1,Исправный,Беляево,0.8,12,77:06:0008004:1015,77000000000094200,,0,,https://flatinfo.ru/h_info1.asp?hid=10540,"введенского ул., 20к1"
Западный,Солнцево,"г. москва, ул. щорса, д. 2",17,,55.64815,37.40742,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,370.0,1988.0,264.0,1,Исправный,Солнцево,1.1,16,77:07:0015003:1255,77000000000318000,,0,,https://flatinfo.ru/h_info1.asp?hid=9246,"щорса ул., 2"
Северо-Восточный,Бутырский,"г. москва, ул. милашенкова, д. 1",25,1.0,55.82185,37.58813,Железобетонные,Монолитный,Железобетонные Монолитные,муниципальный,,2003.0,280.0,1,Исправный,Фонвизинская,0.15,2,77:02:0020003:1056,77000000000185100,,0,,https://flatinfo.ru/h_info1.asp?hid=77588,"милашенкова ул., 1"
