addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"хорошевская 3-я ул., 17а","г. москва, ул. хорошевская 3-я, к. 19, стр. 1",3,9,21.0,82.4,31321477,380115.0,2023-11-08,0,"Консультант Циан, CIAN ID 52395145",10,Северо-Западный,Хорошево-Мневники,"г. москва, ул. хорошевская 3-я, к. 19, стр. 1",20.0,1.0,55.78468,37.49355,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,-1.0,-1.0,Нет данных,Зорге,0.9,14.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=355511
"генерала тюленева ул., 23к1","г. москва, ул. генерала тюленева, д. 23, к. 1",3,13,16.0,65.0,16200000,249231.0,2023-11-08,0,"Агентство ГОРОДА, Агент Сергей Головкин, CIAN ID 100376800",7,Юго-Западный,Теплый Стан,"г. москва, ул. генерала тюленева, д. 23, к. 1",16.0,0.0,55.61988,37.486509999999996,Железобетонные,Панельный,Крупноблочные,муниципальный,558.0,1978.0,248.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007005:1061,7.70000000002956e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=5034
"волгоградский просп., 32к5","г. москва, пр-кт. волгоградский, д. 32, к. 5",3,6,30.0,91.6,29878740,326187.0,2023-11-08,0,"Застройщик MR Group, CIAN ID 67819154",11,Юго-Восточный,Южнопортовый,"г. москва, пр-кт. волгоградский, д. 32, к. 5",30.0,0.0,55.72241999999999,37.69258,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,Волгоградский Проспект,0.5,8.0,77:04:0001018:1199,7.70000000000013e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=84067
"староалексеевская ул., 5а",жилой комплекс лайм корпус 1,3,8,27.0,129.3,35673165,275895.0,2023-11-08,0,"Застройщик ЭЗКС, CIAN ID 96917850",19,Северо-Восточный,Алексеевский,жилой комплекс лайм корпус 1,27.0,0.0,55.81171,37.64549,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Алексеевская,0.6,9.0,77:02:0023012:8419,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335207
"марка шагала наб., 13","г. москва, наб. марка шагала, д. 13",3,5,15.0,82.3,39761854,483133.0,2023-11-08,0,"Застройщик Группа ЛСР, CIAN ID 108286368",7,Южный,Даниловский,"г. москва, наб. марка шагала, д. 13",15.0,1.0,55.69778,37.63203,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,ЗИЛ,1.2,18.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368327
"тагильская ул., 4к1","г. москва, ул. тагильская, д. 4, к. 1",3,12,25.0,73.1,20377356,278760.0,2023-11-08,0,"Застройщик AFI Development, CIAN ID 27344089",7,Восточный,Метрогородок,"г. москва, ул. тагильская, д. 4, к. 1",-1.0,0.0,55.8182,37.74901,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,Нет данных,-1.0,-1.0,Нет данных,Бульвар Рокоссовского,1.0,15.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=379306
"краснобогатырская ул., 21","г. москва, ул. краснобогатырская, д. 21",3,4,12.0,66.0,16200000,245455.0,2023-11-08,0,"Агентство Homeapp, Агент Юлия Великопольская, CIAN ID 66116511",113,Восточный,Богородское,"г. москва, ул. краснобогатырская, д. 21",12.0,0.0,55.812569999999994,37.70004,железобетонные,Панельный,Крупнопанельные,муниципальный,1427.0,1974.0,264.0,1.0,Исправный,Белокаменная,1.95,29.0,77:03:0001005:1010,7.70000000001578e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=52735
"староалексеевская ул., 5а",жилой комплекс лайм корпус 1,3,13,27.0,110.7,39480000,356640.0,2023-11-08,0,"Застройщик ЭЗКС, CIAN ID 96917850",19,Северо-Восточный,Алексеевский,жилой комплекс лайм корпус 1,27.0,0.0,55.81171,37.64549,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Алексеевская,0.6,9.0,77:02:0023012:8419,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335207
"староалексеевская ул., 5а",жилой комплекс лайм корпус 1,3,8,27.0,122.7,38951000,317449.0,2023-11-08,0,"Застройщик ЭЗКС, CIAN ID 96917850",19,Северо-Восточный,Алексеевский,жилой комплекс лайм корпус 1,27.0,0.0,55.81171,37.64549,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Алексеевская,0.6,9.0,77:02:0023012:8419,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335207
"открытое ш., 14д","г. москва, ш. открытое, д. 14д",3,23,29.0,55.3,20900000,377939.0,2023-11-08,0,"Агент Светлана Степанова, CIAN ID 117330",34,Восточный,Богородское,"г. москва, ш. открытое, д. 14д",29.0,0.0,55.81406,37.740429999999996,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,300.0,-1.0,Нет данных,Бульвар Рокоссовского,0.4,6.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=356279
"петровско-разумовский пр-д, 17","г. москва, проезд. петровско-разумовский, д. 17",3,5,5.0,79.6,21000000,263819.0,2023-11-08,0,CIAN ID 15482630,40,Северный,Савеловский,"г. москва, проезд. петровско-разумовский, д. 17",5.0,0.0,55.79864,37.56675,Железобетонные,Кирпичный,Кирпичные,муниципальный,184.0,1958.0,280.0,-1.0,Исправный,Петровский парк,1.0,15.0,77:09:0004014:1035,7.70000000002269e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=43272
"зорге ул., 25с2","г. москва, ул. зорге, д. 25, стр. 2",3,4,16.0,70.2,29500000,420228.0,2023-11-08,0,"Агентство OneBrokerage, Агент Илья Колесников, CIAN ID 102464887",13,Северный,Сокол,"г. москва, ул. зорге, д. 25, стр. 2",1.0,0.0,55.79179,37.50547,Нет данных,Кирпичный,Кирпичные,ЧФ  - частный фонд,-1.0,1955.0,-1.0,-1.0,Нет данных,Зорге,0.3,5.0,77:09:0005005:1133,7.70000000001352e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=279844
"тагильская ул., 4к1","г. москва, ул. тагильская, д. 4, к. 1",3,2,25.0,59.7,17603142,294860.0,2023-11-08,0,"Застройщик AFI Development, CIAN ID 27344089",7,Восточный,Метрогородок,"г. москва, ул. тагильская, д. 4, к. 1",-1.0,0.0,55.8182,37.74901,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,Нет данных,-1.0,-1.0,Нет данных,Бульвар Рокоссовского,1.0,15.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=379306
"хуторская 2-я ул., 34","г. москва, ул. хуторская 2-я, д. 34",3,23,54.0,69.5,26000000,374101.0,2023-11-08,0,CIAN ID 170828,35,Северный,Савеловский,"г. москва, ул. хуторская 2-я, д. 34",54.0,1.0,55.8061,37.57096,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2025.0,-1.0,-1.0,Нет данных,Дмитровская,0.6,9.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368938
"газгольдерная ул., 8","г. москва, ул. газгольдерная, д. 8",3,25,31.0,62.2,17900000,287781.0,2023-11-08,0,"Агентство Владис, Агент Владислав Серединцев, CIAN ID 89879041",61,Юго-Восточный,Нижегородский,"г. москва, ул. газгольдерная, д. 8",31.0,1.0,55.72769,37.73429,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,280.0,-1.0,Нет данных,Нижегородская,0.65,10.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=354855
"академика павлова ул., 56","г. москва, ул. академика павлова, д. 56",3,22,33.0,87.9,35567106,404631.0,2023-11-08,0,"Застройщик ПИК, CIAN ID 9992698",13,Западный,Кунцево,"г. москва, ул. академика павлова, д. 56",33.0,0.0,55.7488,37.4091,Железобетонные,Панельный,Крупнопанельные,Нет данных,-1.0,2023.0,255.0,-1.0,Исправный,Крылатское,0.95,14.0,77:07:0004002:1079,7.70000000002187e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=26553
"тагильская ул., 4к1","г. москва, ул. тагильская, д. 4, к. 1",3,10,12.0,58.6,17278796,294860.0,2023-11-08,0,"Застройщик AFI Development, CIAN ID 27344089",7,Восточный,Метрогородок,"г. москва, ул. тагильская, д. 4, к. 1",-1.0,0.0,55.8182,37.74901,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,Нет данных,-1.0,-1.0,Нет данных,Бульвар Рокоссовского,1.0,15.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=379306
"тагильская ул., 4к2","г. москва, ул. тагильская, д. 4, к. 2",3,10,25.0,59.6,17902648,300380.0,2023-11-08,0,"Застройщик AFI Development, CIAN ID 27344089",7,Восточный,Метрогородок,"г. москва, ул. тагильская, д. 4, к. 2",25.0,0.0,55.81879,37.75003,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,Бульвар Рокоссовского,1.1,17.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=379307
"щелковское ш., 82к1","г. москва, ш. щелковское, д. 82, к. 1",3,10,17.0,81.1,19800000,244143.0,2023-11-08,0,"Агентство СмениКвартиру, Агент Олег Житлухин, CIAN ID 30197930",42,Восточный,Измайлово Северное,"г. москва, ш. щелковское, д. 82, к. 1",17.0,0.0,55.81055,37.815329999999996,железобетонные,Панельный,Крупнопанельные,муниципальный,844.0,2004.0,275.0,1.0,Исправный,Щелковская,1.1,17.0,77:03:0005018:1036,7.7000000000317e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=84505
"мельникова ул., 1","г. москва, ул. мельникова, д. 1",3,4,5.0,75.4,21500000,285146.0,2023-11-08,0,"Агент Вячеслав Тевс, CIAN ID 39496019",13,Юго-Восточный,Южнопортовый,"г. москва, ул. мельникова, д. 1",5.0,0.0,55.727030000000006,37.67754,Железобетонные,Кирпичный,Кирпичные,Нет данных,-1.0,1957.0,300.0,-1.0,Исправный,Волгоградский Проспект,0.65,10.0,77:04:0001019:1023,7.70000000000198e+16,Нет данных,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=23129
"шипиловская ул., 5к1","г. москва, ул. шипиловская, д. 5, к. 1",3,5,12.0,61.0,15500000,254098.0,2023-11-08,0,"Собственник, CIAN ID 12720133",10,Южный,Орехово-Борисово Северное,"г. москва, ул. шипиловская, д. 5, к. 1",12.0,0.0,55.61819000000001,37.70166,Железобетонные,Панельный,Крупноблочные,муниципальный,406.0,1976.0,248.0,1.0,Исправный,Орехово,0.7,11.0,77:05:0011001:1045,7.70000000000529e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=6436
